id,Grievance Title,Detailed Description,Category,Priority Level,Location / Ward No,Department,Status,Date Submitted,Predicted Category,Predicted Priority,Confidence Score,Attachment Name,Internal Notes
SYN-1F4DF74D,"Water Supply Issue at Sector 17, Heritage Colony - 499","Continuous leakage in the main pipeline near Sector 17, Heritage Colony.",Water Supply,Urgent,"Sector 17, Heritage Colony",Public Works Department (PWD),In Progress,2026-02-10,Water Supply,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-11BB7854,"Sanitation Issue at Sector 11, Heritage Colony - 514","Sewage overflow reported in the back alley of Sector 11, Heritage Colony.",Sanitation,Urgent,"Sector 11, Heritage Colony",Health & Family Welfare,New,2025-10-25,Sanitation,Urgent,0.9,nan,Assigned to Health & Family Welfare team.
SYN-33226000,"Waste Management Issue at Ward 5, Central Zone - 538","Garbage collection truck hasn't visited Ward 5, Central Zone for a week.",Waste Management,Low,"Ward 5, Central Zone",Sanitation Department,New,2025-09-16,Waste Management,Low,0.9,evidence_265.jpg,Assigned to Sanitation Department team.
SYN-BDAA9339,"Waste Management Issue at Ward 6, Central Zone - 226","Garbage collection truck hasn't visited Ward 6, Central Zone for a week.",Waste Management,High,"Ward 6, Central Zone",Sanitation Department,Resolved,2025-11-20,Waste Management,High,0.9,nan,Assigned to Sanitation Department team.
SYN-F5AED190,"Education Issue at Ward 1, Central Zone - 724","Illegal encroachments near the playground of Ward 1, Central Zone school.",Education,High,"Ward 1, Central Zone",Education Department,Escalated,2025-12-26,Education,High,0.9,nan,Assigned to Education Department team.
SYN-F03EC264,"Water Supply Issue at Ward 2, Central Zone - 980","Low pressure water being received at Ward 2, Central Zone.",Water Supply,High,"Ward 2, Central Zone",Municipal Corporation,Resolved,2026-01-04,Water Supply,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-F3A95AB8,"Public Safety Issue at Sector 10, Heritage Colony - 554","Lack of police patrolling observed during night in Sector 10, Heritage Colony.",Public Safety,Low,"Sector 10, Heritage Colony",Municipal Corporation,In Progress,2025-07-01,Public Safety,Low,0.9,evidence_269.jpg,Assigned to Municipal Corporation team.
SYN-DED11F52,"Waste Management Issue at Garden City, Phase 3 - 412","Open garbage bin overflowing and spreading disease in Garden City, Phase 3.",Waste Management,Medium,"Garden City, Phase 3",Sanitation Department,Escalated,2025-07-20,Waste Management,Medium,0.9,nan,Assigned to Sanitation Department team.
SYN-9FC16640,"Roads & Infrastructure Issue at Garden City, Phase 4 - 346","Major potholes on the main road of Garden City, Phase 4.",Roads & Infrastructure,Low,"Garden City, Phase 4",Public Works Department (PWD),In Progress,2025-12-17,Roads & Infrastructure,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-42444AA7,"Sanitation Issue at Sector 12, Heritage Colony - 421","Illegal dumping of construction waste in Sector 12, Heritage Colony.",Sanitation,High,"Sector 12, Heritage Colony",Municipal Corporation,Escalated,2026-01-12,Sanitation,High,0.9,evidence_272.jpg,Assigned to Municipal Corporation team.
SYN-47DF9E8A,"Roads & Infrastructure Issue at Garden City, Phase 5 - 666","Major potholes on the main road of Garden City, Phase 5.",Roads & Infrastructure,Urgent,"Garden City, Phase 5",Public Works Department (PWD),In Progress,2025-05-14,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-EFACBB00,"Waste Management Issue at Sector 14, Heritage Colony - 354","Garbage collection truck hasn't visited Sector 14, Heritage Colony for a week.",Waste Management,Low,"Sector 14, Heritage Colony",Sanitation Department,New,2025-05-24,Waste Management,Low,0.9,nan,Assigned to Sanitation Department team.
SYN-9DF099F4,"Waste Management Issue at Sector 12, Heritage Colony - 188","Biomedical waste found dumped in the residential area of Sector 12, Heritage Colony.",Waste Management,Urgent,"Sector 12, Heritage Colony",Sanitation Department,Resolved,2025-07-25,Waste Management,Urgent,0.9,nan,Assigned to Sanitation Department team.
SYN-309AD146,"Water Supply Issue at Ward 3, Central Zone - 114","Low pressure water being received at Ward 3, Central Zone.",Water Supply,High,"Ward 3, Central Zone",Municipal Corporation,In Progress,2025-03-07,Water Supply,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-A4C0BC64,"Street Lighting Issue at Garden City, Phase 1 - 770","Dark spots on the road due to non-functional lights in Garden City, Phase 1.",Street Lighting,Low,"Garden City, Phase 1",Electricity Board,Escalated,2025-05-09,Street Lighting,Low,0.9,nan,Assigned to Electricity Board team.
SYN-91782D73,"Street Lighting Issue at Garden City, Phase 3 - 640","Street lights not working for 34 nights in Garden City, Phase 3.",Street Lighting,Urgent,"Garden City, Phase 3",Electricity Board,New,2025-08-14,Street Lighting,Urgent,0.9,nan,Assigned to Electricity Board team.
SYN-CCA1FB6B,"Street Lighting Issue at Sector 11, Heritage Colony - 217","New street light poles installed but not connected in Sector 11, Heritage Colony.",Street Lighting,Low,"Sector 11, Heritage Colony",Electricity Board,Escalated,2025-07-30,Street Lighting,Low,0.9,nan,Assigned to Electricity Board team.
SYN-0E1F182D,"Education Issue at Ward 3, Central Zone - 976","Shortage of teaching staff for 22 semesters in Ward 3, Central Zone.",Education,Low,"Ward 3, Central Zone",Education Department,New,2025-04-16,Education,Low,0.9,nan,Assigned to Education Department team.
SYN-7D8CA362,"Street Lighting Issue at Garden City, Phase 5 - 740","Flickering street light causing disturbance in Garden City, Phase 5.",Street Lighting,High,"Garden City, Phase 5",Municipal Corporation,Resolved,2025-04-18,Street Lighting,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-F0D121BA,"Water Supply Issue at Sector 15, Heritage Colony - 629","Low pressure water being received at Sector 15, Heritage Colony.",Water Supply,Medium,"Sector 15, Heritage Colony",Public Works Department (PWD),Resolved,2026-02-15,Water Supply,Medium,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-8ADDFAF1,"Electricity Issue at Sector 10, Heritage Colony - 321","High voltage fluctuations causing damage to appliances in Sector 10, Heritage Colony.",Electricity,High,"Sector 10, Heritage Colony",Urban Development Authority,New,2025-11-08,Electricity,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-8C009EBB,"Healthcare Issue at Sector 12, Heritage Colony - 340","Government clinic in Sector 12, Heritage Colony lacks basic medicines.",Healthcare,Medium,"Sector 12, Heritage Colony",Municipal Corporation,New,2025-06-05,Healthcare,Medium,0.9,evidence_284.jpg,Assigned to Municipal Corporation team.
SYN-FD9B8165,"Water Supply Issue at Ward 10, Central Zone - 311","No water supply for the last 26 days in Ward 10, Central Zone.",Water Supply,Low,"Ward 10, Central Zone",Municipal Corporation,New,2025-05-18,Water Supply,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-44ACBA48,"Healthcare Issue at Ward 6, Central Zone - 492","Unsanitary conditions in the ward area of Ward 6, Central Zone hospital.",Healthcare,Medium,"Ward 6, Central Zone",Health & Family Welfare,Escalated,2025-11-12,Healthcare,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-3D76E0C9,"Public Safety Issue at Garden City, Phase 4 - 361","Increase in petty thefts reported in Garden City, Phase 4 after 9 PM.",Public Safety,Urgent,"Garden City, Phase 4",Municipal Corporation,New,2025-06-30,Public Safety,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-33F5FE5E,"Sanitation Issue at Sector 18, Heritage Colony - 960","Illegal dumping of construction waste in Sector 18, Heritage Colony.",Sanitation,Medium,"Sector 18, Heritage Colony",Municipal Corporation,Resolved,2025-11-19,Sanitation,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-4D8DA03F,"Roads & Infrastructure Issue at Sector 17, Heritage Colony - 213","Illegal speed breaker installed at Sector 17, Heritage Colony.",Roads & Infrastructure,Low,"Sector 17, Heritage Colony",Public Works Department (PWD),In Progress,2025-05-18,Roads & Infrastructure,Low,0.9,evidence_289.jpg,Assigned to Public Works Department (PWD) team.
SYN-9362697C,"Waste Management Issue at Ward 7, Central Zone - 898","Garbage collection truck hasn't visited Ward 7, Central Zone for a week.",Waste Management,High,"Ward 7, Central Zone",Sanitation Department,New,2025-07-16,Waste Management,High,0.9,nan,Assigned to Sanitation Department team.
SYN-C278F8B3,"Healthcare Issue at Sector 11, Heritage Colony - 272","Long waiting hours and no doctors available in Sector 11, Heritage Colony PHC.",Healthcare,Medium,"Sector 11, Heritage Colony",Health & Family Welfare,New,2025-12-23,Healthcare,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-2724370B,"Healthcare Issue at Sector 15, Heritage Colony - 468","Long waiting hours and no doctors available in Sector 15, Heritage Colony PHC.",Healthcare,High,"Sector 15, Heritage Colony",Municipal Corporation,In Progress,2025-05-18,Healthcare,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-9701ADEF,"Public Safety Issue at Garden City, Phase 3 - 400","Illegal parking blocking emergency exits in Garden City, Phase 3.",Public Safety,Low,"Garden City, Phase 3",Municipal Corporation,Escalated,2025-11-05,Public Safety,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-385053AB,"Healthcare Issue at Sector 12, Heritage Colony - 785","Government clinic in Sector 12, Heritage Colony lacks basic medicines.",Healthcare,Medium,"Sector 12, Heritage Colony",Health & Family Welfare,In Progress,2025-10-16,Healthcare,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-42766134,"Roads & Infrastructure Issue at Sector 12, Heritage Colony - 523","Street pavement broken near Sector 12, Heritage Colony.",Roads & Infrastructure,Medium,"Sector 12, Heritage Colony",Public Works Department (PWD),New,2025-12-08,Roads & Infrastructure,Medium,0.9,evidence_295.jpg,Assigned to Public Works Department (PWD) team.
SYN-284631B0,"Public Safety Issue at Garden City, Phase 1 - 716","Stray animal menace in the parks of Garden City, Phase 1.",Public Safety,High,"Garden City, Phase 1",Municipal Corporation,In Progress,2026-02-15,Public Safety,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-8A111383,"Electricity Issue at Sector 11, Heritage Colony - 664","High voltage fluctuations causing damage to appliances in Sector 11, Heritage Colony.",Electricity,Low,"Sector 11, Heritage Colony",Electricity Board,Escalated,2025-07-19,Electricity,Low,0.9,nan,Assigned to Electricity Board team.
SYN-BBCB27EF,"Roads & Infrastructure Issue at Ward 10, Central Zone - 183","Major potholes on the main road of Ward 10, Central Zone.",Roads & Infrastructure,Low,"Ward 10, Central Zone",Urban Development Authority,New,2025-08-02,Roads & Infrastructure,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-C44A19EA,"Water Supply Issue at Sector 17, Heritage Colony - 940","Contaminated water with foul smell reported at Sector 17, Heritage Colony.",Water Supply,Medium,"Sector 17, Heritage Colony",Municipal Corporation,In Progress,2025-07-15,Water Supply,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-FD778B56,"Public Safety Issue at Ward 5, Central Zone - 975","Lack of police patrolling observed during night in Ward 5, Central Zone.",Public Safety,Medium,"Ward 5, Central Zone",Police Department,Resolved,2025-07-08,Public Safety,Medium,0.9,nan,Assigned to Police Department team.
SYN-C5B7FAB6,"Healthcare Issue at Sector 10, Heritage Colony - 980","Long waiting hours and no doctors available in Sector 10, Heritage Colony PHC.",Healthcare,Low,"Sector 10, Heritage Colony",Municipal Corporation,Resolved,2025-05-22,Healthcare,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-5AFCD928,"Roads & Infrastructure Issue at Ward 4, Central Zone - 879","Street pavement broken near Ward 4, Central Zone.",Roads & Infrastructure,Medium,"Ward 4, Central Zone",Urban Development Authority,New,2025-07-14,Roads & Infrastructure,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-0718CDBC,"Drainage Issue at Garden City, Phase 4 - 320","Stinking smell from the open drain in Garden City, Phase 4.",Drainage,Medium,"Garden City, Phase 4",Municipal Corporation,Resolved,2025-10-15,Drainage,Medium,0.9,evidence_303.jpg,Assigned to Municipal Corporation team.
SYN-49CB0E92,"Waste Management Issue at Sector 17, Heritage Colony - 855","Biomedical waste found dumped in the residential area of Sector 17, Heritage Colony.",Waste Management,Medium,"Sector 17, Heritage Colony",Sanitation Department,Resolved,2025-08-20,Waste Management,Medium,0.9,nan,Assigned to Sanitation Department team.
SYN-DA00B88A,"Electricity Issue at Garden City, Phase 3 - 662","High voltage fluctuations causing damage to appliances in Garden City, Phase 3.",Electricity,High,"Garden City, Phase 3",Urban Development Authority,In Progress,2025-12-11,Electricity,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-E1C55012,"Electricity Issue at Ward 7, Central Zone - 837","Frequent power cuts without notice in Ward 7, Central Zone.",Electricity,Low,"Ward 7, Central Zone",Electricity Board,New,2025-03-09,Electricity,Low,0.9,evidence_306.jpg,Assigned to Electricity Board team.
SYN-C8A3F67E,"Roads & Infrastructure Issue at Garden City, Phase 1 - 830","Road construction halted for 3 months in Garden City, Phase 1.",Roads & Infrastructure,High,"Garden City, Phase 1",Public Works Department (PWD),In Progress,2025-11-07,Roads & Infrastructure,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-DAEE8AD1,"Healthcare Issue at Ward 4, Central Zone - 710","Emergency ambulance delayed by 32 hours for Ward 4, Central Zone.",Healthcare,Medium,"Ward 4, Central Zone",Health & Family Welfare,New,2025-09-10,Healthcare,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-7B82009B,"Drainage Issue at Sector 17, Heritage Colony - 812","Main drain choked with plastic waste near Sector 17, Heritage Colony.",Drainage,Urgent,"Sector 17, Heritage Colony",Public Works Department (PWD),Escalated,2025-12-27,Drainage,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-DE2DB004,"Street Lighting Issue at Ward 10, Central Zone - 556","Street lights not working for 22 nights in Ward 10, Central Zone.",Street Lighting,Urgent,"Ward 10, Central Zone",Electricity Board,New,2025-09-21,Street Lighting,Urgent,0.9,evidence_310.jpg,Assigned to Electricity Board team.
SYN-319F8357,"Electricity Issue at Ward 1, Central Zone - 467","High voltage fluctuations causing damage to appliances in Ward 1, Central Zone.",Electricity,Urgent,"Ward 1, Central Zone",Urban Development Authority,Escalated,2025-12-07,Electricity,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-B9BA9942,"Drainage Issue at Garden City, Phase 1 - 139","Monsoon preparation for cleaning drains not started in Garden City, Phase 1.",Drainage,High,"Garden City, Phase 1",Public Works Department (PWD),Resolved,2025-08-28,Drainage,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-2F9BEC3B,"Electricity Issue at Ward 2, Central Zone - 748","Frequent power cuts without notice in Ward 2, Central Zone.",Electricity,Urgent,"Ward 2, Central Zone",Electricity Board,In Progress,2026-01-27,Electricity,Urgent,0.9,nan,Assigned to Electricity Board team.
SYN-12B054CF,"Waste Management Issue at Ward 9, Central Zone - 122","Biomedical waste found dumped in the residential area of Ward 9, Central Zone.",Waste Management,Urgent,"Ward 9, Central Zone",Municipal Corporation,In Progress,2025-12-03,Waste Management,Urgent,0.9,evidence_314.jpg,Assigned to Municipal Corporation team.
